hex_id,direction,neighbor_id,review_status,crossing_features,blue_pixels_29x29,pink_pixels_29x29,dark_pixels_29x29,color_pixels_51x51,border_signal_pixels,route_crossing_score,signals
2737,se,2837,zone_unconfirmed,,0,0,0,55,14,0,
2738,s,2739,zone_unconfirmed,,181,26,0,562,87,2,river_candidate;road_candidate
2738,ne,2837,zone_unconfirmed,,0,0,0,28,56,0,
2738,se,2838,zone_unconfirmed,,302,52,0,708,210,0,river_candidate;road_candidate
2739,s,2740,zone_unconfirmed,,0,0,0,0,2,0,no_feature_candidate;strong_no_feature_candidate
2739,ne,2838,zone_unconfirmed,,229,78,0,625,161,7,river_candidate;road_candidate;route_crossing_candidate
2739,se,2839,zone_unconfirmed,,0,7,55,126,42,6,road_candidate;rail_or_primary_candidate;route_crossing_candidate
2740,s,2741,zone_unconfirmed,,0,0,34,64,7,12,rail_or_primary_candidate;route_crossing_candidate
2740,ne,2839,zone_unconfirmed,,0,1,12,81,6,8,rail_or_primary_candidate;route_crossing_candidate
2740,se,2840,zone_unconfirmed,,0,1,0,3,1,0,no_feature_candidate;strong_no_feature_candidate
2741,s,2742,zone_unconfirmed,,0,0,41,73,1,11,rail_or_primary_candidate;route_crossing_candidate
2741,ne,2840,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2741,se,2841,zone_unconfirmed,,0,0,0,0,1,0,no_feature_candidate;strong_no_feature_candidate
2742,ne,2841,zone_unconfirmed,,0,9,0,30,3,7,road_candidate;route_crossing_candidate
2742,se,2842,zone_unconfirmed,,0,0,0,24,0,0,
2834,s,2835,zone_unconfirmed,,841,0,0,2591,372,1,river_candidate
2834,se,2935,zone_unconfirmed,,395,0,7,1327,227,18,river_candidate;route_crossing_candidate
2835,s,2836,zone_unconfirmed,,0,6,0,6,0,3,road_candidate;no_feature_candidate;strong_no_feature_candidate
2835,ne,2935,zone_unconfirmed,,795,0,0,2468,291,11,river_candidate;route_crossing_candidate
2835,se,2936,zone_unconfirmed,,0,55,0,286,74,5,road_candidate;route_crossing_candidate
2836,s,2837,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2836,ne,2936,zone_unconfirmed,,0,0,183,261,25,3,rail_or_primary_candidate
2836,se,2937,zone_unconfirmed,,0,1,0,2,1,0,no_feature_candidate;strong_no_feature_candidate
2837,s,2838,zone_unconfirmed,,258,24,0,519,172,0,river_candidate;road_candidate
2837,ne,2937,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2837,se,2938,zone_unconfirmed,,0,0,0,37,39,0,
2838,s,2839,zone_unconfirmed,,267,22,0,525,107,3,river_candidate;road_candidate
2838,ne,2938,zone_unconfirmed,,287,39,0,697,203,0,river_candidate;road_candidate
2838,se,2939,zone_unconfirmed,,0,39,0,156,87,2,road_candidate
2839,s,2840,zone_unconfirmed,,0,20,59,152,59,8,road_candidate;rail_or_primary_candidate;route_crossing_candidate
2839,ne,2939,zone_unconfirmed,,273,27,0,532,173,0,river_candidate;road_candidate
2839,se,2940,zone_unconfirmed,,285,37,0,576,110,0,river_candidate;road_candidate
2840,s,2841,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2840,ne,2940,zone_unconfirmed,,259,42,0,687,142,3,river_candidate;road_candidate
2840,se,2941,zone_unconfirmed,,0,28,14,120,54,11,road_candidate;rail_or_primary_candidate;route_crossing_candidate
2841,s,2842,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2841,ne,2941,zone_unconfirmed,,0,31,0,34,4,7,road_candidate;route_crossing_candidate
2841,se,2942,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2842,ne,2942,zone_unconfirmed,,0,4,0,90,23,0,
2934,s,2935,zone_unconfirmed,,476,5,1,1360,182,0,river_candidate;road_candidate
2935,s,2936,zone_unconfirmed,,486,19,42,1583,203,8,river_candidate;road_candidate;rail_or_primary_candidate;route_crossing_candidate
2935,ne,3034,zone_unconfirmed,,412,0,3,1461,164,20,river_candidate;route_crossing_candidate
2935,se,3035,zone_unconfirmed,,269,7,0,1025,158,6,river_candidate;road_candidate;route_crossing_candidate
2936,s,2937,zone_unconfirmed,,0,12,1,62,4,3,road_candidate
2936,ne,3035,zone_unconfirmed,,321,61,0,900,233,7,river_candidate;road_candidate;route_crossing_candidate
2936,se,3036,zone_unconfirmed,,0,0,0,30,39,0,
2937,s,2938,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2937,ne,3036,zone_unconfirmed,,0,3,0,23,1,0,
2937,se,3037,zone_unconfirmed,,0,12,0,25,1,1,road_candidate
2938,s,2939,zone_unconfirmed,,238,14,0,547,111,0,river_candidate;road_candidate
2938,ne,3037,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2938,se,3038,zone_unconfirmed,,0,1,0,42,35,0,
2939,s,2940,zone_unconfirmed,,0,0,0,0,32,0,no_feature_candidate
2939,ne,3038,zone_unconfirmed,,269,29,0,687,173,3,river_candidate;road_candidate
2939,se,3039,zone_unconfirmed,,0,2,0,24,45,4,route_crossing_candidate
2940,s,2941,zone_unconfirmed,,259,32,0,500,128,0,river_candidate;road_candidate
2940,ne,3039,zone_unconfirmed,,0,1,0,2,0,0,no_feature_candidate;strong_no_feature_candidate
2940,se,3040,zone_unconfirmed,,0,2,0,77,36,2,
2941,s,2942,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
2941,ne,3040,zone_unconfirmed,,269,21,0,769,154,4,river_candidate;road_candidate;route_crossing_candidate
2941,se,3041,zone_unconfirmed,,0,20,18,115,48,10,road_candidate;rail_or_primary_candidate;route_crossing_candidate
2942,ne,3041,zone_unconfirmed,,0,0,0,52,33,0,
2942,se,3042,zone_unconfirmed,,293,36,0,598,186,0,river_candidate;road_candidate
3034,s,3035,zone_unconfirmed,,452,16,0,1043,231,4,river_candidate;road_candidate;route_crossing_candidate
3034,se,3135,zone_unconfirmed,,558,17,0,1241,279,5,river_candidate;road_candidate;route_crossing_candidate
3035,s,3036,zone_unconfirmed,,290,32,0,738,200,2,river_candidate;road_candidate
3035,ne,3135,zone_unconfirmed,,0,2,0,23,74,9,route_crossing_candidate
3035,se,3136,zone_unconfirmed,,0,0,0,84,36,4,route_crossing_candidate
3036,s,3037,zone_unconfirmed,,0,22,65,162,10,14,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3036,ne,3136,zone_unconfirmed,,242,35,77,744,167,1,river_candidate;road_candidate;rail_or_primary_candidate
3036,se,3137,zone_unconfirmed,,0,2,0,39,36,0,
3037,s,3038,zone_unconfirmed,,0,21,0,39,3,3,road_candidate
3037,ne,3137,zone_unconfirmed,,0,0,0,7,0,1,no_feature_candidate;strong_no_feature_candidate
3037,se,3138,zone_unconfirmed,,0,25,83,214,12,11,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3038,s,3039,zone_unconfirmed,,259,66,1,589,79,0,river_candidate;road_candidate
3038,ne,3138,zone_unconfirmed,,0,1,0,20,32,4,route_crossing_candidate
3038,se,3139,zone_unconfirmed,,289,53,0,667,148,4,river_candidate;road_candidate;route_crossing_candidate
3039,s,3040,zone_unconfirmed,,0,18,1,38,0,2,road_candidate
3039,ne,3139,zone_unconfirmed,,0,0,0,34,37,7,route_crossing_candidate
3039,se,3140,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
3040,s,3041,zone_unconfirmed,,278,23,0,601,148,2,river_candidate;road_candidate
3040,ne,3140,zone_unconfirmed,,0,0,0,2,0,0,no_feature_candidate;strong_no_feature_candidate
3040,se,3141,zone_unconfirmed,,0,1,0,108,50,0,
3041,s,3042,zone_unconfirmed,,261,40,0,542,169,0,river_candidate;road_candidate
3041,ne,3141,zone_unconfirmed,,332,46,0,679,189,3,river_candidate;road_candidate
3041,se,3142,zone_unconfirmed,,0,21,18,168,92,9,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3042,ne,3142,zone_unconfirmed,,303,33,0,625,175,0,river_candidate;road_candidate
3134,s,3135,zone_unconfirmed,,356,14,159,1437,277,15,river_candidate;road_candidate;rail_or_primary_candidate;route_crossing_candidate
3135,s,3136,zone_unconfirmed,,0,34,104,283,20,24,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3135,ne,3234,zone_unconfirmed,,0,10,59,263,90,11,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3135,se,3235,zone_unconfirmed,,0,37,0,152,18,17,road_candidate;route_crossing_candidate
3136,s,3137,zone_unconfirmed,,220,13,46,551,110,3,river_candidate;road_candidate;rail_or_primary_candidate
3136,ne,3235,zone_unconfirmed,,0,1,0,1,0,0,no_feature_candidate;strong_no_feature_candidate
3136,se,3236,zone_unconfirmed,,0,0,0,138,39,0,
3137,s,3138,zone_unconfirmed,,0,1,54,95,4,19,rail_or_primary_candidate;route_crossing_candidate
3137,ne,3236,zone_unconfirmed,,322,47,0,615,161,0,river_candidate;road_candidate
3137,se,3237,zone_unconfirmed,,0,0,0,0,34,0,no_feature_candidate
3138,s,3139,zone_unconfirmed,,91,25,148,611,179,16,river_candidate;road_candidate;rail_or_primary_candidate;route_crossing_candidate
3138,ne,3237,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
3138,se,3238,zone_unconfirmed,,0,1,0,14,39,0,
3139,s,3140,zone_unconfirmed,,0,22,100,246,55,16,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3139,ne,3238,zone_unconfirmed,,241,31,103,762,190,1,river_candidate;road_candidate;rail_or_primary_candidate
3139,se,3239,zone_unconfirmed,,225,23,0,626,81,0,river_candidate;road_candidate
3140,s,3141,zone_unconfirmed,,0,0,0,0,5,0,no_feature_candidate;strong_no_feature_candidate
3140,ne,3239,zone_unconfirmed,,321,57,0,698,132,3,river_candidate;road_candidate
3140,se,3240,zone_unconfirmed,,0,25,84,271,58,12,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3141,s,3142,zone_unconfirmed,,187,35,0,429,72,0,river_candidate;road_candidate
3141,ne,3240,zone_unconfirmed,,0,0,3,69,7,0,
3141,se,3241,zone_unconfirmed,,0,0,0,69,15,0,
3142,ne,3241,zone_unconfirmed,,0,19,48,118,29,9,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3142,se,3242,zone_unconfirmed,,0,0,0,37,3,0,
3234,s,3235,zone_unconfirmed,,0,8,0,157,9,9,road_candidate;route_crossing_candidate
3235,s,3236,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
3235,ne,3335,zone_unconfirmed,,0,1,0,32,4,1,
3235,se,3336,zone_unconfirmed,,0,40,16,172,13,19,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3236,s,3237,zone_unconfirmed,,232,0,0,486,0,0,river_candidate
3236,ne,3336,zone_unconfirmed,,0,0,0,38,34,0,
3236,se,3337,zone_unconfirmed,,276,53,0,637,131,0,river_candidate;road_candidate
3237,s,3238,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
3237,ne,3337,zone_unconfirmed,,0,0,0,0,36,0,no_feature_candidate
3237,se,3338,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
3238,s,3239,zone_unconfirmed,,0,0,3,156,44,2,
3238,ne,3338,zone_unconfirmed,,0,0,0,0,0,0,no_feature_candidate;strong_no_feature_candidate
3238,se,3339,zone_unconfirmed,,0,0,74,116,14,1,rail_or_primary_candidate
3239,s,3240,zone_unconfirmed,,257,30,0,510,151,0,river_candidate;road_candidate
3239,ne,3339,zone_unconfirmed,,0,0,0,1,2,0,no_feature_candidate;strong_no_feature_candidate
3239,se,3340,zone_unconfirmed,,0,3,0,61,37,0,
3240,s,3241,zone_unconfirmed,,0,2,102,233,20,20,rail_or_primary_candidate;route_crossing_candidate
3240,ne,3340,zone_unconfirmed,,278,35,0,651,143,0,river_candidate;road_candidate
3240,se,3341,zone_unconfirmed,,0,0,0,0,37,0,no_feature_candidate
3241,s,3242,zone_unconfirmed,,0,43,111,298,22,14,road_candidate;rail_or_primary_candidate;route_crossing_candidate
3242,ne,3342,zone_unconfirmed,,0,1,44,154,10,0,rail_or_primary_candidate
