hex_id,direction,neighbor_id,review_status,crossing_features,blue_pixels_29x29,pink_pixels_29x29,dark_pixels_29x29,signals
1911,ne,2010,unreviewed,,0,0,0,
1911,se,2011,unreviewed,,0,6,0,road_candidate
1912,s,1913,unreviewed,,0,9,42,road_candidate;rail_or_primary_candidate
1912,ne,2011,unreviewed,,0,0,0,
1912,se,2012,unreviewed,,0,2,0,
1913,s,1914,unreviewed,,280,37,0,river_candidate;road_candidate
1913,ne,2012,unreviewed,,0,0,0,
1913,se,2013,unreviewed,,0,4,67,rail_or_primary_candidate
1914,s,1915,unreviewed,,0,0,0,
1914,ne,2013,unreviewed,,264,34,19,river_candidate;road_candidate;rail_or_primary_candidate
1914,se,2014,unreviewed,,334,37,0,river_candidate;road_candidate
1915,s,1916,unreviewed,,274,40,0,river_candidate;road_candidate
1915,ne,2014,unreviewed,,231,56,0,river_candidate;road_candidate
1915,se,2015,unreviewed,,342,32,0,river_candidate;road_candidate
1916,s,1917,unreviewed,,0,1,0,
1916,ne,2015,unreviewed,,0,18,52,road_candidate;rail_or_primary_candidate
1916,se,2016,unreviewed,,0,0,0,
1917,s,1918,unreviewed,,0,0,0,
1917,ne,2016,unreviewed,,0,1,0,
1917,se,2017,unreviewed,,0,0,0,
1918,s,1919,unreviewed,,0,0,0,
1918,ne,2017,unreviewed,,0,0,0,
1918,se,2018,unreviewed,,0,0,50,rail_or_primary_candidate
1919,s,1920,unreviewed,,0,0,0,
1919,ne,2018,unreviewed,,0,0,0,
1919,se,2019,unreviewed,,0,11,0,road_candidate
1920,s,1921,unreviewed,,0,0,0,
1920,ne,2019,unreviewed,,0,15,0,road_candidate
1920,se,2020,unreviewed,,0,0,0,
1921,s,1922,unreviewed,,0,0,0,
1921,ne,2020,unreviewed,,0,0,0,
1921,se,2021,unreviewed,,0,0,0,
1922,s,1923,unreviewed,,487,30,49,river_candidate;road_candidate;rail_or_primary_candidate
1922,ne,2021,unreviewed,,0,0,239,rail_or_primary_candidate
1922,se,2022,unreviewed,,0,167,49,road_candidate;rail_or_primary_candidate
1923,s,1924,unreviewed,,0,0,0,
1923,ne,2022,unreviewed,,497,28,36,river_candidate;road_candidate;rail_or_primary_candidate
1923,se,2023,unreviewed,,0,91,5,road_candidate
1924,s,1925,unreviewed,,0,0,0,
1924,ne,2023,unreviewed,,0,108,0,road_candidate
1924,se,2024,unreviewed,,0,23,0,road_candidate
1925,s,1926,unreviewed,,0,200,79,road_candidate;rail_or_primary_candidate
1925,ne,2024,unreviewed,,0,0,0,
1925,se,2025,unreviewed,,0,100,10,road_candidate;rail_or_primary_candidate
1926,s,1927,unreviewed,,0,174,0,road_candidate
1926,ne,2025,unreviewed,,39,165,116,river_candidate;road_candidate;rail_or_primary_candidate
1926,se,2026,unreviewed,,0,136,62,road_candidate;rail_or_primary_candidate
1927,s,1928,unreviewed,,0,0,0,
1927,ne,2026,unreviewed,,0,0,15,rail_or_primary_candidate
1927,se,2027,unreviewed,,0,104,222,road_candidate;rail_or_primary_candidate
1928,s,1929,unreviewed,,0,0,58,rail_or_primary_candidate
1928,ne,2027,unreviewed,,0,70,4,road_candidate
1928,se,2028,unreviewed,,0,2,0,
1929,s,1930,unreviewed,,0,2,98,rail_or_primary_candidate
1929,ne,2028,unreviewed,,0,0,0,
1929,se,2029,unreviewed,,202,24,64,river_candidate;road_candidate;rail_or_primary_candidate
1930,s,1931,unreviewed,,0,13,0,road_candidate
1930,ne,2029,unreviewed,,181,5,75,river_candidate;road_candidate;rail_or_primary_candidate
1930,se,2030,unreviewed,,0,1,5,
1931,s,1932,unreviewed,,0,0,0,
1931,ne,2030,unreviewed,,0,0,0,
1931,se,2031,unreviewed,,0,0,0,
1932,s,1933,unreviewed,,0,0,0,
1932,ne,2031,unreviewed,,0,0,0,
1932,se,2032,unreviewed,,0,0,0,
1933,s,1934,unreviewed,,0,2,51,rail_or_primary_candidate
1933,ne,2032,unreviewed,,0,0,0,
1933,se,2033,unreviewed,,0,10,0,road_candidate
1934,ne,2033,unreviewed,,0,0,0,
1934,se,2034,unreviewed,,0,0,0,
2000,s,2001,reviewed,railroad,0,1,53,rail_or_primary_candidate
2000,ne,2100,reviewed,railroad,0,4,60,rail_or_primary_candidate
2000,se,2101,reviewed,none,0,0,0,
2001,s,2002,reviewed,railroad,0,1,93,rail_or_primary_candidate
2001,ne,2101,reviewed,none,0,0,0,
2001,se,2102,reviewed,none,0,0,0,
2002,s,2003,unreviewed,,0,35,55,road_candidate;rail_or_primary_candidate
2002,ne,2102,reviewed,none,0,16,0,road_candidate
2002,se,2103,unreviewed,,0,29,34,road_candidate;rail_or_primary_candidate
2003,s,2004,unreviewed,,0,16,53,road_candidate;rail_or_primary_candidate
2003,ne,2103,unreviewed,,0,1,0,
2003,se,2104,unreviewed,,0,0,0,
2004,s,2005,unreviewed,,0,2,0,
2004,ne,2104,unreviewed,,0,40,0,road_candidate
2004,se,2105,unreviewed,,0,1,0,
2005,s,2006,unreviewed,,0,6,0,road_candidate
2005,ne,2105,unreviewed,,0,0,0,
2005,se,2106,unreviewed,,0,0,0,
2006,s,2007,unreviewed,,0,0,0,
2006,ne,2106,unreviewed,,0,0,0,
2006,se,2107,unreviewed,,0,0,0,
2007,s,2008,unreviewed,,0,0,0,
2007,ne,2107,unreviewed,,0,0,0,
2007,se,2108,unreviewed,,0,22,0,road_candidate
2008,s,2009,unreviewed,,0,0,0,
2008,ne,2108,unreviewed,,0,0,0,
2008,se,2109,unreviewed,,0,0,0,
2009,s,2010,unreviewed,,0,0,0,
2009,ne,2109,unreviewed,,0,0,0,
2009,se,2110,unreviewed,,0,7,0,road_candidate
2010,s,2011,unreviewed,,0,0,0,
2010,ne,2110,unreviewed,,0,0,0,
2010,se,2111,unreviewed,,0,0,0,
2011,s,2012,unreviewed,,0,12,2,road_candidate
2011,ne,2111,unreviewed,,0,47,0,road_candidate
2011,se,2112,unreviewed,,0,0,0,
2012,s,2013,unreviewed,,0,0,50,rail_or_primary_candidate
2012,ne,2112,unreviewed,,0,4,4,
2012,se,2113,unreviewed,,0,0,4,
2013,s,2014,unreviewed,,0,39,59,road_candidate;rail_or_primary_candidate
2013,ne,2113,unreviewed,,0,41,73,road_candidate;rail_or_primary_candidate
2013,se,2114,unreviewed,,0,40,31,road_candidate;rail_or_primary_candidate
2014,s,2015,unreviewed,,0,14,27,road_candidate;rail_or_primary_candidate
2014,ne,2114,unreviewed,,0,0,0,
2014,se,2115,unreviewed,,0,21,28,road_candidate;rail_or_primary_candidate
2015,s,2016,unreviewed,,0,0,0,
2015,ne,2115,unreviewed,,0,1,0,
2015,se,2116,unreviewed,,0,0,0,
2016,s,2017,unreviewed,,0,0,47,rail_or_primary_candidate
2016,ne,2116,unreviewed,,0,1,0,
2016,se,2117,unreviewed,,0,0,0,
2017,s,2018,unreviewed,,0,1,0,
2017,ne,2117,unreviewed,,0,0,0,
2017,se,2118,unreviewed,,0,1,0,
2018,s,2019,unreviewed,,0,1,56,rail_or_primary_candidate
2018,ne,2118,unreviewed,,0,0,0,
2018,se,2119,unreviewed,,0,0,0,
2019,s,2020,unreviewed,,0,0,0,
2019,ne,2119,unreviewed,,0,0,0,
2019,se,2120,unreviewed,,0,16,32,road_candidate;rail_or_primary_candidate
2020,s,2021,unreviewed,,0,0,0,
2020,ne,2120,unreviewed,,183,45,0,river_candidate;road_candidate
2020,se,2121,unreviewed,,337,39,0,river_candidate;road_candidate
2021,s,2022,unreviewed,,0,15,49,road_candidate;rail_or_primary_candidate
2021,ne,2121,unreviewed,,240,19,0,river_candidate;road_candidate
2021,se,2122,unreviewed,,0,7,0,road_candidate
2022,s,2023,unreviewed,,307,135,77,river_candidate;road_candidate;rail_or_primary_candidate
2022,ne,2122,unreviewed,,0,0,2,
2022,se,2123,unreviewed,,462,68,42,river_candidate;road_candidate;rail_or_primary_candidate
2023,s,2024,unreviewed,,0,104,68,road_candidate;rail_or_primary_candidate
2023,ne,2123,unreviewed,,0,200,0,road_candidate
2023,se,2124,unreviewed,,0,210,0,road_candidate
2024,s,2025,unreviewed,,0,142,44,road_candidate;rail_or_primary_candidate
2024,ne,2124,unreviewed,,0,113,51,road_candidate;rail_or_primary_candidate
2024,se,2125,unreviewed,,0,0,0,
2025,s,2026,unreviewed,,0,152,35,road_candidate;rail_or_primary_candidate
2025,ne,2125,unreviewed,,0,60,190,road_candidate;rail_or_primary_candidate
2025,se,2126,unreviewed,,0,195,0,road_candidate
2026,s,2027,unreviewed,,0,131,96,road_candidate;rail_or_primary_candidate
2026,ne,2126,unreviewed,,0,1,0,
2026,se,2127,unreviewed,,0,1,13,rail_or_primary_candidate
2027,s,2028,unreviewed,,0,103,96,road_candidate;rail_or_primary_candidate
2027,ne,2127,unreviewed,,0,145,85,road_candidate;rail_or_primary_candidate
2027,se,2128,unreviewed,,0,171,0,road_candidate
2028,s,2029,unreviewed,,142,8,104,river_candidate;road_candidate;rail_or_primary_candidate
2028,ne,2128,unreviewed,,0,0,28,rail_or_primary_candidate
2028,se,2129,unreviewed,,0,234,3,road_candidate
2029,s,2030,unreviewed,,187,30,1,river_candidate;road_candidate
2029,ne,2129,unreviewed,,281,85,135,river_candidate;road_candidate;rail_or_primary_candidate
2029,se,2130,unreviewed,,362,1,16,river_candidate;rail_or_primary_candidate
2030,s,2031,unreviewed,,0,0,0,
2030,ne,2130,unreviewed,,0,0,0,
2030,se,2131,unreviewed,,0,15,0,road_candidate
2031,s,2032,unreviewed,,0,4,0,
2031,ne,2131,unreviewed,,0,1,0,
2031,se,2132,unreviewed,,273,45,0,river_candidate;road_candidate
2032,s,2033,unreviewed,,0,0,0,
2032,ne,2132,unreviewed,,326,57,0,river_candidate;road_candidate
2032,se,2133,unreviewed,,284,45,0,river_candidate;road_candidate
2033,s,2034,unreviewed,,0,0,0,
2033,ne,2133,unreviewed,,266,37,0,river_candidate;road_candidate
2033,se,2134,unreviewed,,302,54,0,river_candidate;road_candidate
2034,ne,2134,unreviewed,,295,44,0,river_candidate;road_candidate
2100,s,2101,reviewed,none,0,0,0,
2100,se,2200,reviewed,secondary_road,0,18,0,road_candidate
2101,s,2102,reviewed,none,0,11,0,road_candidate
2101,ne,2200,reviewed,none,0,1,0,
2101,se,2201,reviewed,none,0,2,0,
2102,s,2103,unreviewed,,0,0,0,
2102,ne,2201,reviewed,secondary_road,0,13,0,road_candidate
2102,se,2202,reviewed,none,0,1,0,
2103,s,2104,unreviewed,,0,0,0,
2103,ne,2202,unreviewed,,0,0,0,
2103,se,2203,unreviewed,,0,13,69,road_candidate;rail_or_primary_candidate
2104,s,2105,unreviewed,,0,4,0,
2104,ne,2203,unreviewed,,0,0,0,
2104,se,2204,unreviewed,,0,26,0,road_candidate
2105,s,2106,unreviewed,,0,0,0,
2105,ne,2204,unreviewed,,0,0,0,
2105,se,2205,unreviewed,,0,0,0,
2106,s,2107,unreviewed,,0,1,0,
2106,ne,2205,unreviewed,,0,0,0,
2106,se,2206,unreviewed,,0,0,0,
2107,s,2108,unreviewed,,0,0,0,
2107,ne,2206,unreviewed,,0,0,0,
2107,se,2207,unreviewed,,0,0,0,
2108,s,2109,unreviewed,,0,29,7,road_candidate
2108,ne,2207,unreviewed,,0,1,0,
2108,se,2208,unreviewed,,0,5,0,road_candidate
2109,s,2110,unreviewed,,0,34,1,road_candidate
2109,ne,2208,unreviewed,,0,2,0,
2109,se,2209,unreviewed,,0,1,0,
2110,s,2111,unreviewed,,0,0,0,
2110,ne,2209,unreviewed,,0,8,0,road_candidate
2110,se,2210,unreviewed,,0,8,0,road_candidate
2111,s,2112,unreviewed,,0,15,0,road_candidate
2111,ne,2210,unreviewed,,0,15,0,road_candidate
2111,se,2211,unreviewed,,0,0,0,
2112,s,2113,unreviewed,,0,7,77,road_candidate;rail_or_primary_candidate
2112,ne,2211,unreviewed,,0,31,66,road_candidate;rail_or_primary_candidate
2112,se,2212,unreviewed,,0,7,0,road_candidate
2113,s,2114,unreviewed,,0,9,0,road_candidate
2113,ne,2212,unreviewed,,0,2,0,
2113,se,2213,unreviewed,,0,11,0,road_candidate
2114,s,2115,unreviewed,,0,0,0,
2114,ne,2213,unreviewed,,0,27,0,road_candidate
2114,se,2214,unreviewed,,0,15,0,road_candidate
2115,s,2116,unreviewed,,0,10,2,road_candidate
2115,ne,2214,unreviewed,,0,0,0,
2115,se,2215,unreviewed,,0,3,0,
2116,s,2117,unreviewed,,0,0,0,
2116,ne,2215,unreviewed,,0,29,34,road_candidate;rail_or_primary_candidate
2116,se,2216,unreviewed,,0,6,4,road_candidate
2117,s,2118,unreviewed,,0,0,0,
2117,ne,2216,unreviewed,,0,0,0,
2117,se,2217,unreviewed,,0,0,0,
2118,s,2119,unreviewed,,0,33,0,road_candidate
2118,ne,2217,unreviewed,,0,2,0,
2118,se,2218,unreviewed,,0,1,0,
2119,s,2120,unreviewed,,0,24,54,road_candidate;rail_or_primary_candidate
2119,ne,2218,unreviewed,,0,0,0,
2119,se,2219,unreviewed,,0,4,0,
2120,s,2121,unreviewed,,0,0,43,rail_or_primary_candidate
2120,ne,2219,unreviewed,,0,45,0,road_candidate
2120,se,2220,unreviewed,,0,4,0,
2121,s,2122,unreviewed,,274,16,2,river_candidate;road_candidate
2121,ne,2220,unreviewed,,0,0,0,
2121,se,2221,unreviewed,,0,1,33,rail_or_primary_candidate
2122,s,2123,unreviewed,,601,16,5,river_candidate;road_candidate
2122,ne,2221,unreviewed,,295,40,0,river_candidate;road_candidate
2122,se,2222,unreviewed,,726,12,0,river_candidate;road_candidate
2123,s,2124,unreviewed,,0,14,54,road_candidate;rail_or_primary_candidate
2123,ne,2222,unreviewed,,0,7,0,road_candidate
2123,se,2223,unreviewed,,0,0,0,
2124,s,2125,unreviewed,,0,85,0,road_candidate
2124,ne,2223,unreviewed,,0,0,0,
2124,se,2224,unreviewed,,0,214,0,road_candidate
2125,s,2126,unreviewed,,0,0,0,
2125,ne,2224,unreviewed,,0,113,0,road_candidate
2125,se,2225,unreviewed,,0,3,218,rail_or_primary_candidate
2126,s,2127,unreviewed,,0,0,43,rail_or_primary_candidate
2126,ne,2225,unreviewed,,0,21,41,road_candidate;rail_or_primary_candidate
2126,se,2226,unreviewed,,0,6,0,road_candidate
2127,s,2128,unreviewed,,0,1,0,
2127,ne,2226,unreviewed,,0,0,37,rail_or_primary_candidate
2127,se,2227,unreviewed,,0,1,49,rail_or_primary_candidate
2128,s,2129,unreviewed,,0,152,0,road_candidate
2128,ne,2227,unreviewed,,0,46,120,road_candidate;rail_or_primary_candidate
2128,se,2228,unreviewed,,0,2,0,
2129,s,2130,unreviewed,,0,129,109,road_candidate;rail_or_primary_candidate
2129,ne,2228,unreviewed,,0,158,18,road_candidate;rail_or_primary_candidate
2129,se,2229,unreviewed,,0,143,8,road_candidate
2130,s,2131,unreviewed,,0,29,0,road_candidate
2130,ne,2229,unreviewed,,0,0,2,
2130,se,2230,unreviewed,,0,3,86,rail_or_primary_candidate
2131,s,2132,unreviewed,,0,5,1,road_candidate
2131,ne,2230,unreviewed,,0,12,0,road_candidate
2131,se,2231,unreviewed,,0,0,0,
2132,s,2133,unreviewed,,0,0,0,
2132,ne,2231,unreviewed,,0,0,0,
2132,se,2232,unreviewed,,0,24,0,road_candidate
2133,s,2134,unreviewed,,0,0,0,
2133,ne,2232,unreviewed,,0,0,0,
2133,se,2233,unreviewed,,0,0,0,
2134,ne,2233,unreviewed,,0,50,0,road_candidate
2134,se,2234,unreviewed,,0,0,0,
2200,s,2201,reviewed,secondary_road,0,25,0,road_candidate
2200,ne,2300,reviewed,none,0,1,0,
2200,se,2301,reviewed,none,0,0,0,
2201,s,2202,reviewed,none,0,0,0,
2201,ne,2301,reviewed,none,0,0,0,
2201,se,2302,reviewed,secondary_road,0,4,0,
2202,s,2203,unreviewed,,0,0,0,
2202,ne,2302,reviewed,none,0,1,0,
2202,se,2303,unreviewed,,0,0,0,
2203,s,2204,unreviewed,,0,0,0,
2203,ne,2303,unreviewed,,0,1,0,
2203,se,2304,unreviewed,,0,30,70,road_candidate;rail_or_primary_candidate
2204,s,2205,unreviewed,,0,0,0,
2204,ne,2304,unreviewed,,0,31,0,road_candidate
2204,se,2305,unreviewed,,0,0,0,
2205,s,2206,unreviewed,,0,4,0,
2205,ne,2305,unreviewed,,0,0,0,
2205,se,2306,unreviewed,,0,0,0,
2206,s,2207,unreviewed,,0,0,0,
2206,ne,2306,unreviewed,,0,5,0,road_candidate
2206,se,2307,unreviewed,,0,0,0,
2207,s,2208,unreviewed,,0,5,0,road_candidate
2207,ne,2307,unreviewed,,219,44,0,river_candidate;road_candidate
2207,se,2308,unreviewed,,0,2,0,
2208,s,2209,unreviewed,,0,16,0,road_candidate
2208,ne,2308,unreviewed,,0,7,0,road_candidate
2208,se,2309,unreviewed,,0,13,0,road_candidate
2209,s,2210,unreviewed,,0,0,0,
2209,ne,2309,unreviewed,,0,0,0,
2209,se,2310,unreviewed,,0,0,0,
2210,s,2211,unreviewed,,0,29,0,road_candidate
2210,ne,2310,unreviewed,,0,16,0,road_candidate
2210,se,2311,unreviewed,,0,0,0,
2211,s,2212,unreviewed,,0,0,0,
2211,ne,2311,unreviewed,,0,30,70,road_candidate;rail_or_primary_candidate
2211,se,2312,unreviewed,,0,28,0,road_candidate
2212,s,2213,unreviewed,,0,22,3,road_candidate
2212,ne,2312,unreviewed,,0,13,0,road_candidate
2212,se,2313,unreviewed,,0,0,0,
2213,s,2214,unreviewed,,0,0,0,
2213,ne,2313,unreviewed,,0,0,0,
2213,se,2314,unreviewed,,0,0,0,
2214,s,2215,unreviewed,,0,0,0,
2214,ne,2314,unreviewed,,0,0,0,
2214,se,2315,unreviewed,,0,16,0,road_candidate
2215,s,2216,unreviewed,,0,0,0,
2215,ne,2315,unreviewed,,0,0,0,
2215,se,2316,unreviewed,,0,0,0,
2216,s,2217,unreviewed,,0,1,0,
2216,ne,2316,unreviewed,,0,0,0,
2216,se,2317,unreviewed,,0,12,69,road_candidate;rail_or_primary_candidate
2217,s,2218,unreviewed,,0,0,0,
2217,ne,2317,unreviewed,,0,8,0,road_candidate
2217,se,2318,unreviewed,,0,14,0,road_candidate
2218,s,2219,unreviewed,,0,0,0,
2218,ne,2318,unreviewed,,0,0,0,
2218,se,2319,unreviewed,,0,0,0,
2219,s,2220,unreviewed,,0,0,0,
2219,ne,2319,unreviewed,,0,0,0,
2219,se,2320,unreviewed,,0,21,0,road_candidate
2220,s,2221,unreviewed,,0,21,0,road_candidate
2220,ne,2320,unreviewed,,0,0,0,
2220,se,2321,unreviewed,,0,0,0,
2221,s,2222,unreviewed,,566,15,73,river_candidate;road_candidate;rail_or_primary_candidate
2221,ne,2321,unreviewed,,0,0,0,
2221,se,2322,unreviewed,,0,21,0,road_candidate
2222,s,2223,unreviewed,,0,17,2,road_candidate
2222,ne,2322,unreviewed,,546,60,0,river_candidate;road_candidate
2222,se,2323,unreviewed,,645,32,8,river_candidate;road_candidate
2223,s,2224,unreviewed,,0,16,107,road_candidate;rail_or_primary_candidate
2223,ne,2323,unreviewed,,440,14,11,river_candidate;road_candidate;rail_or_primary_candidate
2223,se,2324,unreviewed,,0,2,0,
2224,s,2225,unreviewed,,0,49,158,road_candidate;rail_or_primary_candidate
2224,ne,2324,unreviewed,,0,38,74,road_candidate;rail_or_primary_candidate
2224,se,2325,unreviewed,,0,234,43,road_candidate;rail_or_primary_candidate
2225,s,2226,unreviewed,,0,8,0,road_candidate
2225,ne,2325,unreviewed,,0,76,57,road_candidate;rail_or_primary_candidate
2225,se,2326,unreviewed,,0,109,72,road_candidate;rail_or_primary_candidate
2226,s,2227,unreviewed,,0,0,83,rail_or_primary_candidate
2226,ne,2326,unreviewed,,0,0,0,
2226,se,2327,unreviewed,,0,10,77,road_candidate;rail_or_primary_candidate
2227,s,2228,unreviewed,,0,4,0,
2227,ne,2327,unreviewed,,0,1,40,rail_or_primary_candidate
2227,se,2328,unreviewed,,0,0,173,rail_or_primary_candidate
2228,s,2229,unreviewed,,0,0,0,
2228,ne,2328,unreviewed,,0,24,0,road_candidate
2228,se,2329,unreviewed,,0,0,59,rail_or_primary_candidate
2229,s,2230,unreviewed,,0,5,0,road_candidate
2229,ne,2329,unreviewed,,0,1,0,
2229,se,2330,unreviewed,,0,0,0,
2230,s,2231,unreviewed,,0,0,0,
2230,ne,2330,unreviewed,,250,51,0,river_candidate;road_candidate
2230,se,2331,unreviewed,,0,0,76,rail_or_primary_candidate
2231,s,2232,unreviewed,,0,0,0,
2231,ne,2331,unreviewed,,0,0,121,rail_or_primary_candidate
2231,se,2332,unreviewed,,0,0,0,
2232,s,2233,unreviewed,,0,3,0,
2232,ne,2332,unreviewed,,0,4,0,
2232,se,2333,unreviewed,,0,27,0,road_candidate
2233,s,2234,unreviewed,,0,0,0,
2233,ne,2333,unreviewed,,0,1,0,
2233,se,2334,unreviewed,,0,44,0,road_candidate
2234,ne,2334,unreviewed,,0,0,0,
2300,s,2301,reviewed,minor_river,172,39,0,river_candidate;road_candidate
2300,se,2400,reviewed,none,4,8,0,road_candidate
2301,s,2302,reviewed,none,0,1,0,
2301,ne,2400,reviewed,minor_river,308,63,0,river_candidate;road_candidate
2301,se,2401,reviewed,none,0,0,0,
2302,s,2303,unreviewed,,0,0,0,
2302,ne,2401,reviewed,none,0,0,0,
2302,se,2402,reviewed,secondary_road,0,9,0,road_candidate
2303,s,2304,unreviewed,,0,0,0,
2303,ne,2402,unreviewed,,0,0,5,
2303,se,2403,unreviewed,,0,0,0,
2304,s,2305,unreviewed,,0,0,0,
2304,ne,2403,unreviewed,,0,57,68,road_candidate;rail_or_primary_candidate
2304,se,2404,unreviewed,,0,0,0,
2305,s,2306,unreviewed,,0,0,0,
2305,ne,2404,unreviewed,,0,2,0,
2305,se,2405,unreviewed,,0,1,0,
2306,s,2307,unreviewed,,0,0,0,
2306,ne,2405,unreviewed,,0,0,0,
2306,se,2406,unreviewed,,0,1,0,
2307,s,2308,unreviewed,,263,68,0,river_candidate;road_candidate
2307,ne,2406,unreviewed,,0,0,0,
2307,se,2407,unreviewed,,61,26,0,river_candidate;road_candidate
2308,s,2309,unreviewed,,0,0,0,
2308,ne,2407,unreviewed,,268,30,0,river_candidate;road_candidate
2308,se,2408,unreviewed,,0,0,0,
2309,s,2310,unreviewed,,0,0,0,
2309,ne,2408,unreviewed,,0,0,0,
2309,se,2409,unreviewed,,0,2,0,
2310,s,2311,unreviewed,,0,0,0,
2310,ne,2409,unreviewed,,0,25,0,road_candidate
2310,se,2410,unreviewed,,204,35,0,river_candidate;road_candidate
2311,s,2312,unreviewed,,0,34,0,road_candidate
2311,ne,2410,unreviewed,,0,39,70,road_candidate;rail_or_primary_candidate
2311,se,2411,unreviewed,,0,0,0,
2312,s,2313,unreviewed,,0,6,0,road_candidate
2312,ne,2411,unreviewed,,0,0,0,
2312,se,2412,unreviewed,,0,7,0,road_candidate
2313,s,2314,unreviewed,,0,0,0,
2313,ne,2412,unreviewed,,0,1,0,
2313,se,2413,unreviewed,,0,0,0,
2314,s,2315,unreviewed,,0,0,0,
2314,ne,2413,unreviewed,,0,1,0,
2314,se,2414,unreviewed,,0,0,0,
2315,s,2316,unreviewed,,0,0,0,
2315,ne,2414,unreviewed,,0,0,0,
2315,se,2415,unreviewed,,0,19,0,road_candidate
2316,s,2317,unreviewed,,0,0,0,
2316,ne,2415,unreviewed,,0,0,0,
2316,se,2416,unreviewed,,0,0,0,
2317,s,2318,unreviewed,,0,0,0,
2317,ne,2416,unreviewed,,0,9,0,road_candidate
2317,se,2417,unreviewed,,0,20,75,road_candidate;rail_or_primary_candidate
2318,s,2319,unreviewed,,0,0,0,
2318,ne,2417,unreviewed,,0,2,0,
2318,se,2418,unreviewed,,0,26,0,road_candidate
2319,s,2320,unreviewed,,0,0,0,
2319,ne,2418,unreviewed,,0,0,0,
2319,se,2419,unreviewed,,0,0,0,
2320,s,2321,unreviewed,,0,0,0,
2320,ne,2419,unreviewed,,0,0,0,
2320,se,2420,unreviewed,,0,0,0,
2321,s,2322,unreviewed,,0,28,2,road_candidate
2321,ne,2420,unreviewed,,0,24,0,road_candidate
2321,se,2421,unreviewed,,0,0,0,
2322,s,2323,unreviewed,,0,15,0,road_candidate
2322,ne,2421,unreviewed,,0,14,0,road_candidate
2322,se,2422,unreviewed,,0,9,0,road_candidate
2323,s,2324,unreviewed,,517,19,0,river_candidate;road_candidate
2323,ne,2422,unreviewed,,0,0,176,rail_or_primary_candidate
2323,se,2423,unreviewed,,36,13,1,river_candidate;road_candidate
2324,s,2325,unreviewed,,0,0,197,rail_or_primary_candidate
2324,ne,2423,unreviewed,,605,23,0,river_candidate;road_candidate
2324,se,2424,unreviewed,,0,21,59,road_candidate;rail_or_primary_candidate
2325,s,2326,unreviewed,,0,94,82,road_candidate;rail_or_primary_candidate
2325,ne,2424,unreviewed,,0,0,0,
2325,se,2425,unreviewed,,0,142,56,road_candidate;rail_or_primary_candidate
2326,s,2327,unreviewed,,0,0,93,rail_or_primary_candidate
2326,ne,2425,unreviewed,,0,125,0,road_candidate
2326,se,2426,unreviewed,,0,104,0,road_candidate
2327,s,2328,unreviewed,,0,34,5,road_candidate
2327,ne,2426,unreviewed,,0,117,0,road_candidate
2327,se,2427,unreviewed,,0,24,4,road_candidate
2328,s,2329,unreviewed,,0,0,0,
2328,ne,2427,unreviewed,,0,1,0,
2328,se,2428,unreviewed,,0,16,0,road_candidate
2329,s,2330,unreviewed,,0,0,0,
2329,ne,2428,unreviewed,,0,0,40,rail_or_primary_candidate
2329,se,2429,unreviewed,,0,0,0,
2330,s,2331,unreviewed,,264,37,67,river_candidate;road_candidate;rail_or_primary_candidate
2330,ne,2429,unreviewed,,0,2,0,
2330,se,2430,unreviewed,,0,0,0,
2331,s,2332,unreviewed,,0,0,45,rail_or_primary_candidate
2331,ne,2430,unreviewed,,266,29,0,river_candidate;road_candidate
2331,se,2431,unreviewed,,0,17,52,road_candidate;rail_or_primary_candidate
2332,s,2333,unreviewed,,0,0,0,
2332,ne,2431,unreviewed,,0,0,0,
2332,se,2432,unreviewed,,0,2,0,
2333,s,2334,unreviewed,,0,0,0,
2333,ne,2432,unreviewed,,0,0,0,
2333,se,2433,unreviewed,,0,16,0,road_candidate
2334,ne,2433,unreviewed,,0,28,0,road_candidate
2334,se,2434,unreviewed,,0,0,0,
2400,s,2401,reviewed,minor_river,260,24,0,river_candidate;road_candidate
2400,ne,2500,reviewed,major_river,600,33,0,river_candidate;road_candidate
2400,se,2501,reviewed,major_river,607,36,5,river_candidate;road_candidate
2401,s,2402,reviewed,none,0,3,0,
2401,ne,2501,reviewed,major_river,609,31,0,river_candidate;road_candidate
2401,se,2502,reviewed,major_river,615,34,0,river_candidate;road_candidate
2402,s,2403,unreviewed,,0,0,0,
2402,ne,2502,reviewed,major_river,597,34,0,river_candidate;road_candidate
2402,se,2503,unreviewed,,515,62,0,river_candidate;road_candidate
2403,s,2404,unreviewed,,0,1,0,
2403,ne,2503,unreviewed,,330,54,65,river_candidate;road_candidate;rail_or_primary_candidate
2403,se,2504,unreviewed,,610,23,0,river_candidate;road_candidate
2404,s,2405,unreviewed,,0,8,0,road_candidate
2404,ne,2504,unreviewed,,585,25,0,river_candidate;road_candidate
2404,se,2505,unreviewed,,604,38,0,river_candidate;road_candidate
2405,s,2406,unreviewed,,0,3,0,
2405,ne,2505,unreviewed,,516,21,0,river_candidate;road_candidate
2405,se,2506,unreviewed,,0,0,0,
2406,s,2407,unreviewed,,0,8,0,road_candidate
2406,ne,2506,unreviewed,,0,1,0,
2406,se,2507,unreviewed,,0,0,0,
2407,s,2408,unreviewed,,260,52,0,river_candidate;road_candidate
2407,ne,2507,unreviewed,,0,0,0,
