hex_id,direction,neighbor_id,blue_pixels_29x29,review_status,source_image
4104,s,4105,160,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4141,s,4142,160,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3903,s,3904,158,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2518,se,2618,155,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2910,se,3010,153,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2914,ne,3013,152,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3114,ne,3213,152,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1305,s,1306,151,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4119,s,4120,150,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4110,s,4111,149,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2409,se,2510,148,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2508,se,2608,148,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2509,se,2609,148,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3333,se,3433,148,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3008,ne,3108,147,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2524,ne,2623,145,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2807,se,2908,145,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3524,ne,3623,145,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3705,se,3805,142,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1833,se,1934,141,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3632,ne,3732,141,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3630,s,3631,140,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2500,se,2600,138,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3733,ne,3832,138,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1717,se,1817,137,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2534,ne,2633,135,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3011,se,3112,135,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3628,ne,3728,135,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1210,ne,1310,134,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2922,ne,3021,134,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3730,ne,3829,132,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1512,s,1513,131,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3415,ne,3515,130,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3021,se,3122,129,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3412,s,3413,129,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2519,se,2619,128,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3334,se,3434,127,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2533,ne,2632,126,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3523,s,3524,126,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3705,s,3706,126,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3025,s,3026,119,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4111,s,4112,118,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3007,ne,3107,117,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2814,ne,2914,116,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2820,se,2921,116,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3420,s,3421,115,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2806,ne,2906,114,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2623,ne,2723,113,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3605,ne,3705,112,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3734,se,3834,111,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3429,ne,3529,109,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2530,ne,2629,108,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3625,s,3626,107,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3729,ne,3828,107,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3717,ne,3816,106,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3414,se,3515,104,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3630,se,3731,104,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3224,s,3225,103,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3823,se,3924,103,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2502,se,2602,102,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3419,s,3420,102,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3015,ne,3115,100,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3910,ne,4009,100,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3006,s,3007,99,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3530,ne,3629,99,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3600,se,3701,96,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2523,ne,2622,92,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2909,se,3009,91,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3414,ne,3514,91,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3908,se,4008,88,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4030,se,4131,88,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3225,ne,3325,86,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3224,se,3325,85,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4033,ne,4133,84,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3731,se,3831,83,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2502,ne,2601,82,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3026,se,3127,82,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3333,s,3334,82,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3421,se,3522,82,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3103,se,3203,77,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3624,se,3725,76,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4042,ne,4142,76,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3104,se,3204,75,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3413,ne,3513,75,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3523,ne,3622,75,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3527,se,3627,75,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2927,se,3027,74,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3506,ne,3605,73,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3935,se,4035,72,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3421,s,3422,70,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3605,se,3706,70,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3730,se,3830,70,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3420,ne,3520,69,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3727,ne,3826,69,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3706,ne,3805,66,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3432,se,3533,63,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3735,ne,3834,62,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2905,ne,3004,61,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3441,se,3542,60,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3442,ne,3542,59,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3917,ne,4016,58,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3015,se,3116,56,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3022,se,3123,56,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3422,ne,3522,56,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3624,s,3625,56,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4016,se,4117,56,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2807,ne,2907,54,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3012,s,3013,54,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3008,se,3109,53,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3105,se,3205,53,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3532,ne,3631,53,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3337,ne,3436,52,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3728,ne,3827,52,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3214,se,3315,50,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3523,se,3623,50,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1002,s,1003,47,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3603,ne,3703,47,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2310,ne,2409,46,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3225,se,3326,46,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3931,se,4031,46,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3604,se,3705,45,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2824,se,2925,42,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2517,se,2617,41,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
1926,ne,2025,39,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3329,s,3330,39,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3441,s,3442,39,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3224,ne,3324,36,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2820,s,2821,35,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3106,ne,3205,35,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2530,se,2630,34,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2934,se,3034,34,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3434,ne,3534,34,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2506,s,2507,32,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3604,s,3605,32,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3134,ne,3233,31,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3413,se,3514,30,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3631,se,3732,30,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
2914,se,3014,29,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3333,ne,3432,29,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3021,ne,3121,28,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3602,ne,3702,26,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3233,se,3334,25,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3404,s,3405,25,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3724,se,3824,25,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
3908,ne,4007,25,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
4041,ne,4141,25,unreviewed,Stal42_Map_west-FINAL-150 Q12.jpg
