hex_id,direction,neighbor_id,review_status,crossing_features,source_ref
2114,ne,2213,unreviewed,,
2114,se,2214,unreviewed,,
2115,s,2116,unreviewed,,
2115,ne,2214,unreviewed,,
2115,se,2215,unreviewed,,
2116,s,2117,unreviewed,,
2116,ne,2215,unreviewed,,
2116,se,2216,unreviewed,,
2117,s,2118,unreviewed,,
2117,ne,2216,unreviewed,,
2117,se,2217,unreviewed,,
2118,s,2119,unreviewed,,
2118,ne,2217,unreviewed,,
2118,se,2218,unreviewed,,
2119,s,2120,unreviewed,,
2119,ne,2218,unreviewed,,
2119,se,2219,unreviewed,,
2120,s,2121,unreviewed,,
2120,ne,2219,unreviewed,,
2120,se,2220,unreviewed,,
2121,s,2122,unreviewed,,
2121,ne,2220,unreviewed,,
2121,se,2221,unreviewed,,
2122,s,2123,unreviewed,,
2122,ne,2221,unreviewed,,
2122,se,2222,unreviewed,,
2123,s,2124,unreviewed,,
2123,ne,2222,unreviewed,,
2123,se,2223,unreviewed,,
2124,s,2125,unreviewed,,
2124,ne,2223,unreviewed,,
2124,se,2224,unreviewed,,
2125,s,2126,unreviewed,,
2125,ne,2224,unreviewed,,
2125,se,2225,unreviewed,,
2126,s,2127,unreviewed,,
2126,ne,2225,unreviewed,,
2126,se,2226,unreviewed,,
2127,s,2128,unreviewed,,
2127,ne,2226,unreviewed,,
2127,se,2227,unreviewed,,
2128,s,2129,unreviewed,,
2128,ne,2227,unreviewed,,
2128,se,2228,unreviewed,,
2129,s,2130,unreviewed,,
2129,ne,2228,unreviewed,,
2129,se,2229,unreviewed,,
2130,s,2131,unreviewed,,
2130,ne,2229,unreviewed,,
2130,se,2230,unreviewed,,
2131,s,2132,unreviewed,,
2131,ne,2230,unreviewed,,
2131,se,2231,unreviewed,,
2132,s,2133,unreviewed,,
2132,ne,2231,unreviewed,,
2132,se,2232,unreviewed,,
2133,s,2134,unreviewed,,
2133,ne,2232,unreviewed,,
2133,se,2233,unreviewed,,
2134,ne,2233,unreviewed,,
2134,se,2234,unreviewed,,
2200,s,2201,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2200,ne,2300,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1180-1450 y55-425
2200,se,2301,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1180-1450 y55-425
2201,s,2202,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1060-1430 y60-490
2201,ne,2301,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1180-1450 y55-425
2201,se,2302,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x1180-1450 y55-425
2202,s,2203,unreviewed,,
2202,ne,2302,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1180-1450 y55-425
2202,se,2303,unreviewed,,
2203,s,2204,unreviewed,,
2203,ne,2303,unreviewed,,
2203,se,2304,unreviewed,,
2204,s,2205,unreviewed,,
2204,ne,2304,unreviewed,,
2204,se,2305,unreviewed,,
2205,s,2206,unreviewed,,
2205,ne,2305,unreviewed,,
2205,se,2306,unreviewed,,
2206,s,2207,unreviewed,,
2206,ne,2306,unreviewed,,
2206,se,2307,unreviewed,,
2207,s,2208,unreviewed,,
2207,ne,2307,unreviewed,,
2207,se,2308,unreviewed,,
2208,s,2209,unreviewed,,
2208,ne,2308,unreviewed,,
2208,se,2309,unreviewed,,
2209,s,2210,unreviewed,,
2209,ne,2309,unreviewed,,
2209,se,2310,unreviewed,,
2210,s,2211,unreviewed,,
2210,ne,2310,unreviewed,,
2210,se,2311,unreviewed,,
2211,s,2212,unreviewed,,
2211,ne,2311,unreviewed,,
2211,se,2312,unreviewed,,
2212,s,2213,unreviewed,,
2212,ne,2312,unreviewed,,
2212,se,2313,unreviewed,,
2213,s,2214,unreviewed,,
2213,ne,2313,unreviewed,,
2213,se,2314,unreviewed,,
2214,s,2215,unreviewed,,
2214,ne,2314,unreviewed,,
2214,se,2315,unreviewed,,
2215,s,2216,unreviewed,,
2215,ne,2315,unreviewed,,
2215,se,2316,unreviewed,,
2216,s,2217,unreviewed,,
2216,ne,2316,unreviewed,,
2216,se,2317,unreviewed,,
2217,s,2218,unreviewed,,
2217,ne,2317,unreviewed,,
2217,se,2318,unreviewed,,
2218,s,2219,unreviewed,,
2218,ne,2318,unreviewed,,
2218,se,2319,unreviewed,,
2219,s,2220,unreviewed,,
2219,ne,2319,unreviewed,,
2219,se,2320,unreviewed,,
2220,s,2221,unreviewed,,
2220,ne,2320,unreviewed,,
2220,se,2321,unreviewed,,
2221,s,2222,unreviewed,,
2221,ne,2321,unreviewed,,
2221,se,2322,unreviewed,,
2222,s,2223,unreviewed,,
2222,ne,2322,unreviewed,,
2222,se,2323,unreviewed,,
2223,s,2224,unreviewed,,
2223,ne,2323,unreviewed,,
2223,se,2324,unreviewed,,
2224,s,2225,unreviewed,,
2224,ne,2324,unreviewed,,
2224,se,2325,unreviewed,,
2225,s,2226,unreviewed,,
2225,ne,2325,unreviewed,,
2225,se,2326,unreviewed,,
2226,s,2227,unreviewed,,
2226,ne,2326,unreviewed,,
2226,se,2327,unreviewed,,
2227,s,2228,unreviewed,,
2227,ne,2327,unreviewed,,
2227,se,2328,unreviewed,,
2228,s,2229,unreviewed,,
2228,ne,2328,unreviewed,,
2228,se,2329,unreviewed,,
2229,s,2230,unreviewed,,
2229,ne,2329,unreviewed,,
2229,se,2330,unreviewed,,
2230,s,2231,unreviewed,,
2230,ne,2330,unreviewed,,
2230,se,2331,unreviewed,,
2231,s,2232,unreviewed,,
2231,ne,2331,unreviewed,,
2231,se,2332,unreviewed,,
2232,s,2233,unreviewed,,
2232,ne,2332,unreviewed,,
2232,se,2333,unreviewed,,
2233,s,2234,unreviewed,,
2233,ne,2333,unreviewed,,
2233,se,2334,unreviewed,,
2234,ne,2334,unreviewed,,
2300,s,2301,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2300,se,2400,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2301,s,2302,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2301,ne,2400,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2301,se,2401,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2302,s,2303,unreviewed,,
2302,ne,2401,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2302,se,2402,reviewed,secondary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2303,s,2304,unreviewed,,
2303,ne,2402,unreviewed,,
2303,se,2403,unreviewed,,
2304,s,2305,unreviewed,,
2304,ne,2403,unreviewed,,
2304,se,2404,unreviewed,,
2305,s,2306,unreviewed,,
2305,ne,2404,unreviewed,,
2305,se,2405,unreviewed,,
2306,s,2307,unreviewed,,
2306,ne,2405,unreviewed,,
2306,se,2406,unreviewed,,
2307,s,2308,unreviewed,,
2307,ne,2406,unreviewed,,
2307,se,2407,unreviewed,,
2308,s,2309,unreviewed,,
2308,ne,2407,unreviewed,,
2308,se,2408,unreviewed,,
2309,s,2310,unreviewed,,
2309,ne,2408,unreviewed,,
2309,se,2409,unreviewed,,
2310,s,2311,unreviewed,,
2310,ne,2409,unreviewed,,
2310,se,2410,unreviewed,,
2311,s,2312,unreviewed,,
2311,ne,2410,unreviewed,,
2311,se,2411,unreviewed,,
2312,s,2313,unreviewed,,
2312,ne,2411,unreviewed,,
2312,se,2412,unreviewed,,
2313,s,2314,unreviewed,,
2313,ne,2412,unreviewed,,
2313,se,2413,unreviewed,,
2314,s,2315,unreviewed,,
2314,ne,2413,unreviewed,,
2314,se,2414,unreviewed,,
2315,s,2316,unreviewed,,
2315,ne,2414,unreviewed,,
2315,se,2415,unreviewed,,
2316,s,2317,unreviewed,,
2316,ne,2415,unreviewed,,
2316,se,2416,unreviewed,,
2317,s,2318,unreviewed,,
2317,ne,2416,unreviewed,,
2317,se,2417,unreviewed,,
2318,s,2319,unreviewed,,
2318,ne,2417,unreviewed,,
2318,se,2418,unreviewed,,
2319,s,2320,unreviewed,,
2319,ne,2418,unreviewed,,
2319,se,2419,unreviewed,,
2320,s,2321,unreviewed,,
2320,ne,2419,unreviewed,,
2320,se,2420,unreviewed,,
2321,s,2322,unreviewed,,
2321,ne,2420,unreviewed,,
2321,se,2421,unreviewed,,
2322,s,2323,unreviewed,,
2322,ne,2421,unreviewed,,
2322,se,2422,unreviewed,,
2323,s,2324,unreviewed,,
2323,ne,2422,unreviewed,,
2323,se,2423,unreviewed,,
2324,s,2325,unreviewed,,
2324,ne,2423,unreviewed,,
2324,se,2424,unreviewed,,
2325,s,2326,unreviewed,,
2325,ne,2424,unreviewed,,
2325,se,2425,unreviewed,,
2326,s,2327,unreviewed,,
2326,ne,2425,unreviewed,,
2326,se,2426,unreviewed,,
2327,s,2328,unreviewed,,
2327,ne,2426,unreviewed,,
2327,se,2427,unreviewed,,
2328,s,2329,unreviewed,,
2328,ne,2427,unreviewed,,
2328,se,2428,unreviewed,,
2329,s,2330,unreviewed,,
2329,ne,2428,unreviewed,,
2329,se,2429,unreviewed,,
2330,s,2331,unreviewed,,
2330,ne,2429,unreviewed,,
2330,se,2430,unreviewed,,
2331,s,2332,unreviewed,,
2331,ne,2430,unreviewed,,
2331,se,2431,unreviewed,,
2332,s,2333,unreviewed,,
2332,ne,2431,unreviewed,,
2332,se,2432,unreviewed,,
2333,s,2334,unreviewed,,
2333,ne,2432,unreviewed,,
2333,se,2433,unreviewed,,
2334,ne,2433,unreviewed,,
2334,se,2434,unreviewed,,
2400,s,2401,reviewed,minor_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2400,ne,2500,reviewed,major_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2400,se,2501,reviewed,major_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2401,s,2402,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2401,ne,2501,reviewed,major_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2401,se,2502,reviewed,major_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2402,s,2403,unreviewed,,
2402,ne,2502,reviewed,major_river,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2402,se,2503,unreviewed,,
2403,s,2404,unreviewed,,
2403,ne,2503,unreviewed,,
2403,se,2504,unreviewed,,
2404,s,2405,unreviewed,,
2404,ne,2504,unreviewed,,
2404,se,2505,unreviewed,,
2405,s,2406,unreviewed,,
2405,ne,2505,unreviewed,,
2405,se,2506,unreviewed,,
2406,s,2407,unreviewed,,
2406,ne,2506,unreviewed,,
2406,se,2507,unreviewed,,
2407,s,2408,unreviewed,,
2407,ne,2507,unreviewed,,
2407,se,2508,unreviewed,,
2408,s,2409,unreviewed,,
2408,ne,2508,unreviewed,,
2408,se,2509,unreviewed,,
2409,s,2410,unreviewed,,
2409,ne,2509,unreviewed,,
2409,se,2510,unreviewed,,
2410,s,2411,unreviewed,,
2410,ne,2510,unreviewed,,
2410,se,2511,unreviewed,,
2411,s,2412,unreviewed,,
2411,ne,2511,unreviewed,,
2411,se,2512,unreviewed,,
2412,s,2413,unreviewed,,
2412,ne,2512,unreviewed,,
2412,se,2513,unreviewed,,
2413,s,2414,unreviewed,,
2413,ne,2513,unreviewed,,
2413,se,2514,unreviewed,,
2414,s,2415,unreviewed,,
2414,ne,2514,unreviewed,,
2414,se,2515,unreviewed,,
2415,s,2416,unreviewed,,
2415,ne,2515,unreviewed,,
2415,se,2516,unreviewed,,
2416,s,2417,unreviewed,,
2416,ne,2516,unreviewed,,
2416,se,2517,unreviewed,,
2417,s,2418,unreviewed,,
2417,ne,2517,unreviewed,,
2417,se,2518,unreviewed,,
2418,s,2419,unreviewed,,
2418,ne,2518,unreviewed,,
2418,se,2519,unreviewed,,
2419,s,2420,unreviewed,,
2419,ne,2519,unreviewed,,
2419,se,2520,unreviewed,,
2420,s,2421,unreviewed,,
2420,ne,2520,unreviewed,,
2420,se,2521,unreviewed,,
2421,s,2422,unreviewed,,
2421,ne,2521,unreviewed,,
2421,se,2522,unreviewed,,
2422,s,2423,unreviewed,,
2422,ne,2522,unreviewed,,
2422,se,2523,unreviewed,,
2423,s,2424,unreviewed,,
2423,ne,2523,unreviewed,,
2423,se,2524,unreviewed,,
2424,s,2425,unreviewed,,
2424,ne,2524,unreviewed,,
2424,se,2525,unreviewed,,
2425,s,2426,unreviewed,,
2425,ne,2525,unreviewed,,
2425,se,2526,unreviewed,,
2426,s,2427,unreviewed,,
2426,ne,2526,unreviewed,,
2426,se,2527,unreviewed,,
2427,s,2428,unreviewed,,
2427,ne,2527,unreviewed,,
2427,se,2528,unreviewed,,
2428,s,2429,unreviewed,,
2428,ne,2528,unreviewed,,
2428,se,2529,unreviewed,,
2429,s,2430,unreviewed,,
2429,ne,2529,unreviewed,,
2429,se,2530,unreviewed,,
2430,s,2431,unreviewed,,
2430,ne,2530,unreviewed,,
2430,se,2531,unreviewed,,
2431,s,2432,unreviewed,,
2431,ne,2531,unreviewed,,
2431,se,2532,unreviewed,,
2432,s,2433,unreviewed,,
2432,ne,2532,unreviewed,,
2432,se,2533,unreviewed,,
2433,s,2434,unreviewed,,
2433,ne,2533,unreviewed,,
2433,se,2534,unreviewed,,
2434,ne,2534,unreviewed,,
2500,s,2501,reviewed,primary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2500,se,2600,unreviewed,,
2501,s,2502,reviewed,primary_road,Stal42_Map_west-FINAL-150 Q12.jpg crop x1340-1750 y45-495
2501,ne,2600,unreviewed,,
2501,se,2601,unreviewed,,
2502,s,2503,unreviewed,,
2502,ne,2601,unreviewed,,
2502,se,2602,unreviewed,,
2503,s,2504,unreviewed,,
2503,ne,2602,unreviewed,,
2503,se,2603,unreviewed,,
2504,s,2505,unreviewed,,
2504,ne,2603,unreviewed,,
2504,se,2604,unreviewed,,
2505,s,2506,unreviewed,,
2505,ne,2604,unreviewed,,
2505,se,2605,unreviewed,,
2506,s,2507,unreviewed,,
2506,ne,2605,unreviewed,,
2506,se,2606,unreviewed,,
2507,s,2508,unreviewed,,
2507,ne,2606,unreviewed,,
2507,se,2607,unreviewed,,
2508,s,2509,unreviewed,,
2508,ne,2607,unreviewed,,
2508,se,2608,unreviewed,,
2509,s,2510,unreviewed,,
2509,ne,2608,unreviewed,,
2509,se,2609,unreviewed,,
2510,s,2511,unreviewed,,
2510,ne,2609,unreviewed,,
2510,se,2610,unreviewed,,
2511,s,2512,unreviewed,,
2511,ne,2610,unreviewed,,
2511,se,2611,unreviewed,,
2512,s,2513,unreviewed,,
2512,ne,2611,unreviewed,,
2512,se,2612,unreviewed,,
2513,s,2514,unreviewed,,
2513,ne,2612,unreviewed,,
2513,se,2613,unreviewed,,
2514,s,2515,unreviewed,,
2514,ne,2613,unreviewed,,
2514,se,2614,unreviewed,,
2515,s,2516,unreviewed,,
2515,ne,2614,unreviewed,,
2515,se,2615,unreviewed,,
2516,s,2517,unreviewed,,
2516,ne,2615,unreviewed,,
2516,se,2616,unreviewed,,
2517,s,2518,unreviewed,,
2517,ne,2616,unreviewed,,
2517,se,2617,unreviewed,,
2518,s,2519,unreviewed,,
2518,ne,2617,unreviewed,,
2518,se,2618,unreviewed,,
2519,s,2520,unreviewed,,
2519,ne,2618,unreviewed,,
2519,se,2619,unreviewed,,
2520,s,2521,unreviewed,,
2520,ne,2619,unreviewed,,
2520,se,2620,unreviewed,,
2521,s,2522,unreviewed,,
2521,ne,2620,unreviewed,,
2521,se,2621,unreviewed,,
2522,s,2523,unreviewed,,
2522,ne,2621,unreviewed,,
2522,se,2622,unreviewed,,
2523,s,2524,unreviewed,,
2523,ne,2622,unreviewed,,
2523,se,2623,unreviewed,,
2524,s,2525,unreviewed,,
2524,ne,2623,unreviewed,,
2524,se,2624,unreviewed,,
2525,s,2526,unreviewed,,
2525,ne,2624,unreviewed,,
2525,se,2625,unreviewed,,
2526,s,2527,unreviewed,,
2526,ne,2625,unreviewed,,
2526,se,2626,unreviewed,,
2527,s,2528,unreviewed,,
2527,ne,2626,unreviewed,,
2527,se,2627,unreviewed,,
2528,s,2529,unreviewed,,
2528,ne,2627,unreviewed,,
2528,se,2628,unreviewed,,
2529,s,2530,unreviewed,,
2529,ne,2628,unreviewed,,
2529,se,2629,unreviewed,,
2530,s,2531,unreviewed,,
2530,ne,2629,unreviewed,,
2530,se,2630,unreviewed,,
2531,s,2532,unreviewed,,
2531,ne,2630,unreviewed,,
2531,se,2631,unreviewed,,
2532,s,2533,unreviewed,,
2532,ne,2631,unreviewed,,
2532,se,2632,unreviewed,,
2533,s,2534,unreviewed,,
2533,ne,2632,unreviewed,,
2533,se,2633,unreviewed,,
2534,ne,2633,unreviewed,,
2534,se,2634,unreviewed,,
2600,s,2601,unreviewed,,
2600,ne,2700,unreviewed,,
2600,se,2701,unreviewed,,
2601,s,2602,unreviewed,,
2601,ne,2701,unreviewed,,
2601,se,2702,unreviewed,,
2602,s,2603,unreviewed,,
2602,ne,2702,unreviewed,,
2602,se,2703,unreviewed,,
2603,s,2604,unreviewed,,
2603,ne,2703,unreviewed,,
2603,se,2704,unreviewed,,
2604,s,2605,unreviewed,,
2604,ne,2704,unreviewed,,
2604,se,2705,unreviewed,,
2605,s,2606,unreviewed,,
2605,ne,2705,unreviewed,,
2605,se,2706,unreviewed,,
2606,s,2607,unreviewed,,
2606,ne,2706,unreviewed,,
2606,se,2707,unreviewed,,
2607,s,2608,unreviewed,,
2607,ne,2707,unreviewed,,
2607,se,2708,unreviewed,,
2608,s,2609,unreviewed,,
2608,ne,2708,unreviewed,,
2608,se,2709,unreviewed,,
2609,s,2610,unreviewed,,
2609,ne,2709,unreviewed,,
2609,se,2710,unreviewed,,
2610,s,2611,unreviewed,,
2610,ne,2710,unreviewed,,
2610,se,2711,unreviewed,,
2611,s,2612,unreviewed,,
2611,ne,2711,unreviewed,,
2611,se,2712,unreviewed,,
2612,s,2613,unreviewed,,
2612,ne,2712,unreviewed,,
2612,se,2713,unreviewed,,
2613,s,2614,unreviewed,,
2613,ne,2713,unreviewed,,
2613,se,2714,unreviewed,,
2614,s,2615,unreviewed,,
2614,ne,2714,unreviewed,,
2614,se,2715,unreviewed,,
2615,s,2616,unreviewed,,
2615,ne,2715,unreviewed,,
2615,se,2716,unreviewed,,
2616,s,2617,unreviewed,,
2616,ne,2716,unreviewed,,
2616,se,2717,unreviewed,,
2617,s,2618,unreviewed,,
2617,ne,2717,unreviewed,,
2617,se,2718,unreviewed,,
2618,s,2619,unreviewed,,
2618,ne,2718,unreviewed,,
2618,se,2719,unreviewed,,
2619,s,2620,unreviewed,,
2619,ne,2719,unreviewed,,
2619,se,2720,unreviewed,,
2620,s,2621,unreviewed,,
2620,ne,2720,unreviewed,,
2620,se,2721,unreviewed,,
2621,s,2622,unreviewed,,
2621,ne,2721,unreviewed,,
2621,se,2722,unreviewed,,
2622,s,2623,unreviewed,,
2622,ne,2722,unreviewed,,
2622,se,2723,unreviewed,,
2623,s,2624,unreviewed,,
2623,ne,2723,unreviewed,,
2623,se,2724,unreviewed,,
2624,s,2625,unreviewed,,
2624,ne,2724,unreviewed,,
2624,se,2725,unreviewed,,
2625,s,2626,unreviewed,,
2625,ne,2725,unreviewed,,
2625,se,2726,unreviewed,,
2626,s,2627,unreviewed,,
2626,ne,2726,unreviewed,,
2626,se,2727,unreviewed,,
2627,s,2628,unreviewed,,
2627,ne,2727,unreviewed,,
2627,se,2728,unreviewed,,
2628,s,2629,unreviewed,,
2628,ne,2728,unreviewed,,
2628,se,2729,unreviewed,,
2629,s,2630,unreviewed,,
2629,ne,2729,unreviewed,,
2629,se,2730,unreviewed,,
2630,s,2631,unreviewed,,
2630,ne,2730,unreviewed,,
2630,se,2731,unreviewed,,
2631,s,2632,unreviewed,,
2631,ne,2731,unreviewed,,
2631,se,2732,unreviewed,,
2632,s,2633,unreviewed,,
2632,ne,2732,unreviewed,,
2632,se,2733,unreviewed,,
2633,s,2634,unreviewed,,
2633,ne,2733,unreviewed,,
2633,se,2734,unreviewed,,
2634,ne,2734,unreviewed,,
2700,s,2701,unreviewed,,
2700,se,2800,unreviewed,,
2701,s,2702,unreviewed,,
2701,ne,2800,unreviewed,,
2701,se,2801,unreviewed,,
2702,s,2703,unreviewed,,
2702,ne,2801,unreviewed,,
2702,se,2802,unreviewed,,
2703,s,2704,unreviewed,,
2703,ne,2802,unreviewed,,
2703,se,2803,unreviewed,,
2704,s,2705,unreviewed,,
2704,ne,2803,unreviewed,,
2704,se,2804,unreviewed,,
2705,s,2706,unreviewed,,
2705,ne,2804,unreviewed,,
2705,se,2805,unreviewed,,
2706,s,2707,unreviewed,,
2706,ne,2805,unreviewed,,
2706,se,2806,unreviewed,,
2707,s,2708,unreviewed,,
2707,ne,2806,unreviewed,,
2707,se,2807,unreviewed,,
2708,s,2709,unreviewed,,
2708,ne,2807,unreviewed,,
2708,se,2808,unreviewed,,
2709,s,2710,unreviewed,,
2709,ne,2808,unreviewed,,
2709,se,2809,unreviewed,,
2710,s,2711,unreviewed,,
2710,ne,2809,unreviewed,,
2710,se,2810,unreviewed,,
2711,s,2712,unreviewed,,
2711,ne,2810,unreviewed,,
2711,se,2811,unreviewed,,
2712,s,2713,unreviewed,,
2712,ne,2811,unreviewed,,
2712,se,2812,unreviewed,,
2713,s,2714,unreviewed,,
2713,ne,2812,unreviewed,,
2713,se,2813,unreviewed,,
2714,s,2715,unreviewed,,
2714,ne,2813,unreviewed,,
2714,se,2814,unreviewed,,
2715,s,2716,unreviewed,,
2715,ne,2814,unreviewed,,
2715,se,2815,unreviewed,,
2716,s,2717,unreviewed,,
2716,ne,2815,unreviewed,,
2716,se,2816,unreviewed,,
2717,s,2718,unreviewed,,
2717,ne,2816,unreviewed,,
2717,se,2817,unreviewed,,
2718,s,2719,unreviewed,,
2718,ne,2817,unreviewed,,
2718,se,2818,unreviewed,,
2719,s,2720,unreviewed,,
2719,ne,2818,unreviewed,,
2719,se,2819,unreviewed,,
2720,s,2721,unreviewed,,
2720,ne,2819,unreviewed,,
2720,se,2820,unreviewed,,
2721,s,2722,unreviewed,,
2721,ne,2820,unreviewed,,
2721,se,2821,unreviewed,,
2722,s,2723,unreviewed,,
2722,ne,2821,unreviewed,,
2722,se,2822,unreviewed,,
2723,s,2724,unreviewed,,
2723,ne,2822,unreviewed,,
2723,se,2823,unreviewed,,
2724,s,2725,unreviewed,,
2724,ne,2823,unreviewed,,
2724,se,2824,unreviewed,,
2725,s,2726,unreviewed,,
2725,ne,2824,unreviewed,,
2725,se,2825,unreviewed,,
2726,s,2727,unreviewed,,
2726,ne,2825,unreviewed,,
2726,se,2826,unreviewed,,
2727,s,2728,unreviewed,,
2727,ne,2826,unreviewed,,
2727,se,2827,unreviewed,,
2728,s,2729,unreviewed,,
2728,ne,2827,unreviewed,,
2728,se,2828,unreviewed,,
2729,s,2730,unreviewed,,
2729,ne,2828,unreviewed,,
2729,se,2829,unreviewed,,
2730,s,2731,unreviewed,,
2730,ne,2829,unreviewed,,
2730,se,2830,unreviewed,,
2731,s,2732,unreviewed,,
2731,ne,2830,unreviewed,,
2731,se,2831,unreviewed,,
2732,s,2733,unreviewed,,
2732,ne,2831,unreviewed,,
2732,se,2832,unreviewed,,
2733,s,2734,unreviewed,,
2733,ne,2832,unreviewed,,
2733,se,2833,unreviewed,,
2734,ne,2833,unreviewed,,
2734,se,2834,unreviewed,,
2800,s,2801,unreviewed,,
2800,ne,2900,unreviewed,,
2800,se,2901,unreviewed,,
2801,s,2802,unreviewed,,
2801,ne,2901,unreviewed,,
2801,se,2902,unreviewed,,
2802,s,2803,unreviewed,,
2802,ne,2902,unreviewed,,
2802,se,2903,unreviewed,,
2803,s,2804,unreviewed,,
2803,ne,2903,unreviewed,,
2803,se,2904,unreviewed,,
2804,s,2805,unreviewed,,
2804,ne,2904,unreviewed,,
2804,se,2905,unreviewed,,
2805,s,2806,unreviewed,,
2805,ne,2905,unreviewed,,
2805,se,2906,unreviewed,,
2806,s,2807,unreviewed,,
2806,ne,2906,unreviewed,,
2806,se,2907,unreviewed,,
2807,s,2808,unreviewed,,
2807,ne,2907,unreviewed,,
2807,se,2908,unreviewed,,
2808,s,2809,unreviewed,,
2808,ne,2908,unreviewed,,
2808,se,2909,unreviewed,,
2809,s,2810,unreviewed,,
2809,ne,2909,unreviewed,,
2809,se,2910,unreviewed,,
2810,s,2811,unreviewed,,
2810,ne,2910,unreviewed,,
2810,se,2911,unreviewed,,
2811,s,2812,unreviewed,,
2811,ne,2911,unreviewed,,
2811,se,2912,unreviewed,,
2812,s,2813,unreviewed,,
2812,ne,2912,unreviewed,,
2812,se,2913,unreviewed,,
2813,s,2814,unreviewed,,
2813,ne,2913,unreviewed,,
2813,se,2914,unreviewed,,
2814,s,2815,unreviewed,,
2814,ne,2914,unreviewed,,
2814,se,2915,unreviewed,,
2815,s,2816,unreviewed,,
2815,ne,2915,unreviewed,,
2815,se,2916,unreviewed,,
2816,s,2817,unreviewed,,
2816,ne,2916,unreviewed,,
2816,se,2917,unreviewed,,
2817,s,2818,unreviewed,,
2817,ne,2917,unreviewed,,
2817,se,2918,unreviewed,,
2818,s,2819,unreviewed,,
2818,ne,2918,unreviewed,,
2818,se,2919,unreviewed,,
2819,s,2820,unreviewed,,
2819,ne,2919,unreviewed,,
2819,se,2920,unreviewed,,
2820,s,2821,unreviewed,,
2820,ne,2920,unreviewed,,
2820,se,2921,unreviewed,,
2821,s,2822,unreviewed,,
2821,ne,2921,unreviewed,,
2821,se,2922,unreviewed,,
2822,s,2823,unreviewed,,
2822,ne,2922,unreviewed,,
2822,se,2923,unreviewed,,
2823,s,2824,unreviewed,,
2823,ne,2923,unreviewed,,
2823,se,2924,unreviewed,,
2824,s,2825,unreviewed,,
2824,ne,2924,unreviewed,,
2824,se,2925,unreviewed,,
2825,s,2826,unreviewed,,
2825,ne,2925,unreviewed,,
2825,se,2926,unreviewed,,
2826,s,2827,unreviewed,,
2826,ne,2926,unreviewed,,
2826,se,2927,unreviewed,,
2827,s,2828,unreviewed,,
2827,ne,2927,unreviewed,,
2827,se,2928,unreviewed,,
2828,s,2829,unreviewed,,
2828,ne,2928,unreviewed,,
2828,se,2929,unreviewed,,
2829,s,2830,unreviewed,,
2829,ne,2929,unreviewed,,
2829,se,2930,unreviewed,,
2830,s,2831,unreviewed,,
2830,ne,2930,unreviewed,,
2830,se,2931,unreviewed,,
2831,s,2832,unreviewed,,
2831,ne,2931,unreviewed,,
2831,se,2932,unreviewed,,
2832,s,2833,unreviewed,,
2832,ne,2932,unreviewed,,
2832,se,2933,unreviewed,,
2833,s,2834,unreviewed,,
2833,ne,2933,unreviewed,,
2833,se,2934,unreviewed,,
2834,ne,2934,unreviewed,,
2900,s,2901,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1890-2420 y40-560
2900,se,3000,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1890-2420 y40-560
2901,s,2902,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1890-2420 y40-560
2901,ne,3000,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1890-2420 y40-560
2901,se,3001,reviewed,none,Stal42_Map_west-FINAL-150 Q12.jpg crop x1890-2420 y40-560
2902,s,2903,unreviewed,,
